reviewer,corr_variable,corr
emerge077,review_taste,0.6607907429890678
johnmichaelsen,review_aroma,0.4972090490383046
johnmichaelsen,review_appearance,0.40531133298984023
johnmichaelsen,review_palate,0.6014242593978346
johnmichaelsen,review_taste,0.6689124668599901
tavernjef,review_aroma,0.516557129941766
tavernjef,review_appearance,0.3435175695182763
tavernjef,review_palate,0.613486985811099
tavernjef,review_taste,0.7261982716645581
tpd975,review_aroma,0.5626120325718582
tpd975,review_appearance,0.4017214045412838
tpd975,review_palate,0.584975767675836
tpd975,review_taste,0.7189610669713677
atsprings,review_aroma,0.5741664469441206
atsprings,review_appearance,0.393876324152012
atsprings,review_palate,0.700241810933703
atsprings,review_taste,0.8037339756819466
ffejherb,review_aroma,0.6736312014646627
ffejherb,review_appearance,0.5033095708219123
ffejherb,review_palate,0.6676598813733443
ffejherb,review_taste,0.8541466204322383
rhoadsrage,review_aroma,0.7727752658215263
rhoadsrage,review_appearance,0.625636213006154
rhoadsrage,review_palate,0.7491377744093697
rhoadsrage,review_taste,0.8483462982895968
Knapp85,review_aroma,0.7882204929131102
Knapp85,review_appearance,0.7745341422437771
Knapp85,review_palate,0.8462779630931002
Knapp85,review_taste,0.8659976106452234
emmasdad,review_aroma,0.5451024498643452
emmasdad,review_appearance,0.40484033944284226
emmasdad,review_palate,0.5858134253761356
emmasdad,review_taste,0.7272658700109693
AgentZero,review_aroma,0.6055741139879218
AgentZero,review_appearance,0.29240707156714907
AgentZero,review_palate,0.5298343894741335
AgentZero,review_taste,0.8038531592473579
ZAP,review_aroma,0.6839440453523794
ZAP,review_appearance,0.6405850201019079
ZAP,review_palate,0.8571866503705314
ZAP,review_taste,0.9173892453841175
Slatetank,review_aroma,0.6574613871796801
Slatetank,review_appearance,0.5635041031109639
Slatetank,review_palate,0.7173175788822732
Slatetank,review_taste,0.7577281058366226
jrallen34,review_aroma,0.4724973348512487
jrallen34,review_appearance,0.25360929216187084
jrallen34,review_palate,0.4038392816817982
jrallen34,review_taste,0.7691658770147615
corby112,review_aroma,0.553943377527246
corby112,review_appearance,0.3363844472070832
corby112,review_palate,0.8267591512938453
corby112,review_taste,0.883885532681195
Beerandraiderfan,review_aroma,0.6973484084628309
Beerandraiderfan,review_appearance,0.6431813305154458
Beerandraiderfan,review_palate,0.8203260133376523
Beerandraiderfan,review_taste,0.8429381797567131
Deuane,review_aroma,0.5775984757636875
Deuane,review_appearance,0.31072246355112493
Deuane,review_palate,0.5904748426448708
Deuane,review_taste,0.7741547832404272
LilBeerDoctor,review_aroma,0.6668124453469081
LilBeerDoctor,review_appearance,0.5047134270069549
LilBeerDoctor,review_palate,0.9178881177226471
LilBeerDoctor,review_taste,0.7578199250088483
Georgiabeer,review_aroma,0.647195664814677
Georgiabeer,review_appearance,0.5085922043981778
Georgiabeer,review_palate,0.7788904662060598
Georgiabeer,review_taste,0.8202331197607693
JoeyBeerBelly,review_aroma,0.6961391114320079
JoeyBeerBelly,review_appearance,0.5920538040381843
JoeyBeerBelly,review_palate,0.7208304021276245
JoeyBeerBelly,review_taste,0.7853927794208987
gford217,review_aroma,0.4232664772542553
gford217,review_appearance,0.3745288333509777
gford217,review_palate,0.4817819878237687
gford217,review_taste,0.5832642992261765
jlindros,review_aroma,0.41801934945032604
jlindros,review_appearance,0.3049061756969997
jlindros,review_palate,0.4625292092711267
jlindros,review_taste,0.6218404404264062
Viggo,review_aroma,0.5465732695827793
Viggo,review_appearance,0.3872757293991829
Viggo,review_palate,0.8370965519266521
Viggo,review_taste,0.632150268439149
largadeer,review_aroma,0.8366142720654085
largadeer,review_appearance,0.6424312300414908
largadeer,review_palate,0.8995886494312665
largadeer,review_taste,0.892139470947412
DrJay,review_aroma,0.688421115863322
DrJay,review_appearance,0.49425087938663126
DrJay,review_palate,0.7025424390353525
DrJay,review_taste,0.7819488586008024
dirtylou,review_aroma,0.4514097869013069
dirtylou,review_appearance,0.29611719021781174
dirtylou,review_palate,0.5809566625014843
dirtylou,review_taste,0.5334914285575669
onix1agr,review_aroma,0.5425996044277123
onix1agr,review_appearance,0.16583159545702644
onix1agr,review_palate,0.6834150871497018
onix1agr,review_taste,0.7629070188604976
TurdFurgison,review_aroma,0.5189143000645775
TurdFurgison,review_appearance,0.26163092983547903
TurdFurgison,review_palate,0.6095624234607818
TurdFurgison,review_taste,0.7095939798968617
plaid75,review_aroma,0.5849479079020241
plaid75,review_appearance,0.2299661798575781
plaid75,review_palate,0.7350674457730809
plaid75,review_taste,0.6926773405003086
mcallister,review_aroma,0.43089612934418187
mcallister,review_appearance,0.28511414451768163
mcallister,review_palate,0.6889212268273546
mcallister,review_taste,0.6915608039883343
Zorro,review_aroma,0.6143273498454945
Zorro,review_appearance,0.49144939231294227
Zorro,review_palate,0.6635979607025061
Zorro,review_taste,0.8313615583011759
jdhilt,review_aroma,0.71983831972691
jdhilt,review_appearance,0.42996332688811784
jdhilt,review_palate,0.8229464921766672
jdhilt,review_taste,0.8996018676032119
Dogbrick,review_aroma,0.8013709461690373
Dogbrick,review_appearance,0.7166206214293624
Dogbrick,review_palate,0.8935384032668734
Dogbrick,review_taste,0.8887795759866113
woodychandler,review_aroma,0.7368669620203764
woodychandler,review_appearance,0.5070167308266382
woodychandler,review_palate,0.6674685046792513
woodychandler,review_taste,0.8553564840293815
alexgash,review_aroma,0.694608799918201
alexgash,review_appearance,0.467380912531922
alexgash,review_palate,0.7564098458130296
alexgash,review_taste,0.8445498068373817
blackie,review_aroma,0.5794087117505992
blackie,review_appearance,0.42988679435294835
blackie,review_palate,0.6467431820079689
blackie,review_taste,0.6400920174548662
Bitterbill,review_aroma,0.6760849257037049
Bitterbill,review_appearance,0.4453791893721276
Bitterbill,review_palate,0.7019834305780588
Bitterbill,review_taste,0.8710751477077038
ccrida,review_aroma,0.6239518066830878
ccrida,review_appearance,0.2898825306970788
ccrida,review_palate,0.6929868950951866
ccrida,review_taste,0.8859397852424846
GbVDave,review_aroma,0.6504551909870384
GbVDave,review_appearance,0.3732718502048413
GbVDave,review_palate,0.7350757848816665
GbVDave,review_taste,0.7509938395154451
Gmann,review_aroma,0.35792749198270557
Gmann,review_appearance,0.19435337828897042
Gmann,review_palate,0.6380519733346923
Gmann,review_taste,0.5161824913159339
jpm30,review_aroma,0.8476314199550384
jpm30,review_appearance,0.6975231788286061
jpm30,review_palate,0.8980775094710891
jpm30,review_taste,0.9274470893522425
Floydster,review_aroma,0.44689354192791786
Floydster,review_appearance,0.4276346988527332
Floydster,review_palate,0.5282349614465953
Floydster,review_taste,0.66300306366944
nickd717,review_aroma,0.6838462925621906
nickd717,review_appearance,0.49754182174475536
nickd717,review_palate,0.7123051387984689
nickd717,review_taste,0.7589149922577932
BeerFMAndy,review_aroma,0.44072312890564486
BeerFMAndy,review_appearance,0.34380513854572914
BeerFMAndy,review_palate,0.6133691238102353
BeerFMAndy,review_taste,0.6555011466629262
dyan,review_aroma,0.7756939026219186
dyan,review_appearance,0.40365545533469616
dyan,review_palate,0.7819991685229268
dyan,review_taste,0.8612104587997435
CrellMoset,review_aroma,0.46853357001991924
CrellMoset,review_appearance,0.40841020723053123
CrellMoset,review_palate,0.5547170082005347
CrellMoset,review_taste,0.6489184165889641
srandycarter,review_aroma,-0.038417306743422974
srandycarter,review_appearance,0.1525820353551002
srandycarter,review_palate,0.29709797480741296
srandycarter,review_taste,0.2850166430990528
argock,review_aroma,0.5182290686926498
argock,review_appearance,0.33646859307765387
argock,review_palate,0.6704087197614291
argock,review_taste,0.759217311830306
Jwale73,review_aroma,0.5130830318741053
Jwale73,review_appearance,0.19622176242291806
Jwale73,review_palate,0.5988788084620993
Jwale73,review_taste,0.7290296982629204
KarlHungus,review_aroma,0.8285498748716009
KarlHungus,review_appearance,0.6990849033917788
KarlHungus,review_palate,0.8446837502349592
KarlHungus,review_taste,0.9294280544347762
Overlord,review_aroma,0.855568542355707
Overlord,review_appearance,0.6133318634474724
Overlord,review_palate,0.7608858642901772
Overlord,review_taste,0.9053739027696042
Jason,review_aroma,0.6967674205869038
Jason,review_appearance,0.5315184473628838
Jason,review_palate,0.7096347733467998
Jason,review_taste,0.8066266229633395
prototypic,review_aroma,0.7221820696659416
prototypic,review_appearance,0.48614984775081044
prototypic,review_palate,0.6871394751116104
prototypic,review_taste,0.8314078333368115
metter98,review_aroma,0.21446630128494804
metter98,review_appearance,0.09797862564658501
metter98,review_palate,0.36215033405937497
metter98,review_taste,0.3339618371720897
beerthulhu,review_aroma,0.633783178240523
beerthulhu,review_appearance,0.5460716866474536
beerthulhu,review_palate,0.7258485112710744
beerthulhu,review_taste,0.8045872669860866
OWSLEY069,review_aroma,0.7894344069657748
OWSLEY069,review_appearance,0.5013659514635105
OWSLEY069,review_palate,0.8672937729153675
OWSLEY069,review_taste,0.8847756131125344
cokes,review_aroma,0.7004240431652089
cokes,review_appearance,0.6190576176726336
cokes,review_palate,0.8219370396855761
cokes,review_taste,0.8938345493974259
RblWthACoz,review_aroma,0.5038090872233995
RblWthACoz,review_appearance,0.40694770278662745
RblWthACoz,review_palate,0.6815996064156753
RblWthACoz,review_taste,0.8060578739454506
brewdlyhooked13,review_aroma,0.41670497969402504
brewdlyhooked13,review_appearance,0.2990069330481351
brewdlyhooked13,review_palate,0.5048138279178924
brewdlyhooked13,review_taste,0.8618293937268281
twiggamortis420,review_aroma,0.6159749196522958
twiggamortis420,review_appearance,0.3415276497612899
twiggamortis420,review_palate,0.6511375460266186
twiggamortis420,review_taste,0.7952544825141415
thagr81us,review_aroma,0.6967486503281282
thagr81us,review_appearance,0.5444491768338147
thagr81us,review_palate,0.5929562193940032
thagr81us,review_taste,0.7940601242896342
scruffwhor,review_aroma,0.34120362246251107
scruffwhor,review_appearance,0.0675089408913435
scruffwhor,review_palate,0.6542079478993017
scruffwhor,review_taste,0.5550064458656679
